age,campaign,pdays,previous,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,job_admin.,job_blue-collar,job_entrepreneur,job_housemaid,job_management,job_retired,job_self-employed,job_services,job_student,job_technician,job_unemployed,marital_divorced,marital_married,marital_single,education_basic.4y,education_basic.6y,education_basic.9y,education_high.school,education_professional.course,education_university.degree,default_no,housing_no,housing_yes,loan_no,loan_yes,contact_cellular,contact_telephone,month_apr,month_aug,month_dec,month_jul,month_jun,month_mar,month_may,month_nov,month_oct,month_sep,day_of_week_fri,day_of_week_mon,day_of_week_thu,day_of_week_tue,day_of_week_wed,poutcome_failure,poutcome_nonexistent,poutcome_success,y
-0.10143993801669972,0.5928263926623288,0.19959729450844618,-0.3477268574414608,0.6446772234113852,0.7133776295249484,0.8942080899462592,0.7053399715048733,0.3263916856873709,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0
-1.4397211083523245,-0.6091685650836289,0.19959729450844618,-0.3477268574414608,0.8370454978193148,1.5326909740063681,-0.2819961447105946,0.7673172371521697,0.8269995968981292,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0
-0.19703145018353005,0.1921614067470096,0.19959729450844618,-0.3477268574414608,0.8370454978193148,1.5326909740063681,-0.2819961447105946,0.7655795568069182,0.8269995968981292,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0
0.663292159317943,-0.6091685650836289,0.19959729450844618,-0.3477268574414608,-0.12479587422033382,-0.6678002802802314,-0.3255592645127009,0.32073338842258226,0.39116036422677003,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
-0.7705805231845121,0.1921614067470096,0.19959729450844618,3.2681239014744974,-0.7660234555800997,1.069978979033841,0.6546109310346776,-1.5947695788261151,-2.742024460116541,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0
-0.7705805231845121,0.5928263926623288,0.19959729450844618,-0.3477268574414608,-0.7660234555800997,1.069978979033841,0.6546109310346776,-1.5976657127348672,-2.742024460116541,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0
0.08974308631696097,-0.20850357916830967,0.19959729450844618,-0.3477268574414608,-0.12479587422033382,-0.6678002802802314,-0.3255592645127009,0.32073338842258226,0.39116036422677003,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0
-0.8661720353513425,-0.6091685650836289,0.19959729450844618,1.4601985220165181,-0.12479587422033382,-0.6678002802802314,-0.3255592645127009,0.298722770716066,0.39116036422677003,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
-1.4397211083523245,-0.6091685650836289,0.19959729450844618,-0.3477268574414608,0.8370454978193148,0.58117420238993,-0.4780301838200715,0.7650003300251682,0.8269995968981292,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
-0.38821447451719077,-0.6091685650836289,0.19959729450844618,-0.3477268574414608,0.8370454978193148,0.58117420238993,-0.4780301838200715,0.7707925978426724,0.8269995968981292,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
